,region_1,region_2,winery_name,Location1,Location2,Latitude,Longitude
933,Eola-Amity Hills,Willamette Valley,Argyle winery,Argyle winery Eola-Amity Hills,Argyle winery Willamette Valley,45.2777875,-123.0105615
934,Rutherford,Napa,Flora Springs winery,Flora Springs winery Rutherford,Flora Springs winery Napa,38.4882815,-122.449775
935,Sonoma Coast,Sonoma,Hirsch winery,Hirsch winery Sonoma Coast,Hirsch winery Sonoma,38.5700709,-123.2502776
936,Yakima Valley,Columbia Valley,Maison Bleue winery,Maison Bleue winery Yakima Valley,Maison Bleue winery Columbia Valley,46.0674441,-118.3398067
937,Green Valley,Sonoma,Pax winery,Pax winery Green Valley,Pax winery Sonoma,38.4038665,-122.8214838
938,Sierra Foothills,Sierra Foothills,Domaine de la Terre Rouge winery,Domaine de la Terre Rouge winery Sierra Foothills,Domaine de la Terre Rouge winery Sierra Foothills,38.5203473,-120.8238529
939,Sta. Rita Hills,Central Coast,Tyler winery,Tyler winery Sta. Rita Hills,Tyler winery Central Coast,34.6659474,-120.1151818
940,Napa Valley,Napa,Trefethen winery,Trefethen winery Napa Valley,Trefethen winery Napa,38.3559711,-122.3232496
941,Livermore Valley,Central Coast,Lineage winery,Lineage winery Livermore Valley,Lineage winery Central Coast,37.664289,-121.728086
942,Columbia Valley (WA),Columbia Valley,Buty winery,Buty winery Columbia Valley (WA),Buty winery Columbia Valley,46.0671501,-118.3399081
943,Red Mountain,Columbia Valley,Cadence winery,Cadence winery Red Mountain,Cadence winery Columbia Valley,47.5191599,-122.3129895
944,Santa Cruz Mountains,Central Coast,Ridge winery,Ridge winery Santa Cruz Mountains,Ridge winery Central Coast,37.299759,-122.1158172
945,Paso Robles,Central Coast,Clayhouse winery,Clayhouse winery Paso Robles,Clayhouse winery Central Coast,35.656393,-120.408467
946,Paso Robles,Central Coast,Dilecta winery,Dilecta winery Paso Robles,Dilecta winery Central Coast,35.6026482,-120.8363634
947,Napa Valley,Napa,Vinemark winery,Vinemark winery Napa Valley,Vinemark winery Napa,38.2859369,-122.2863383
948,Russian River Valley,Sonoma,Picket Fence winery,Picket Fence winery Russian River Valley,Picket Fence winery Sonoma,38.4836416,-122.8175328
949,Lodi,Central Valley,un4seen winery,un4seen winery Lodi,un4seen winery Central Valley,38.1028024,-121.3879758
950,Paso Robles,Central Coast,Vinemark winery,Vinemark winery Paso Robles,Vinemark winery Central Coast,35.6462671,-120.6305511
951,California,California Other,Guenoc winery,Guenoc winery California,Guenoc winery California Other,38.7358291,-122.5282702
952,Carneros,Napa-Sonoma,Robert Stemmler winery,Robert Stemmler winery Carneros,Robert Stemmler winery Napa-Sonoma,38.32503210000001,-123.0394037
953,Sonoma Valley,Sonoma,Schug winery,Schug winery Sonoma Valley,Schug winery Sonoma,38.2306966,-122.4767339
954,Wahluke Slope,Columbia Valley,Tagaris winery,Tagaris winery Wahluke Slope,Tagaris winery Columbia Valley,46.2551862,-119.2988003
955,California,California Other,Beaulieu Vineyard winery,Beaulieu Vineyard winery California,Beaulieu Vineyard winery California Other,38.4601072,-122.4232892
956,Napa Valley,Napa,Coho winery,Coho winery Napa Valley,Coho winery Napa,38.2511732,-122.3470837
957,Central Coast,Central Coast,Cupcake winery,Cupcake winery Central Coast,Cupcake winery Central Coast,41.4804689,-81.8404936
958,Paicines,Central Coast,Donati winery,Donati winery Paicines,Donati winery Central Coast,35.5529635,-120.7596307
959,Mount Veeder,Napa,Hess Collection winery,Hess Collection winery Mount Veeder,Hess Collection winery Napa,38.3385137,-122.3898972
960,Columbia Valley (WA),Columbia Valley,Lauren Ashton Cellars winery,Lauren Ashton Cellars winery Columbia Valley (WA),Lauren Ashton Cellars winery Columbia Valley,47.7336941,-122.1427634
961,Paso Robles,Central Coast,Now Presenting... winery,Now Presenting... winery Paso Robles,Now Presenting... winery Central Coast,35.629625,-120.691259
962,North Coast,North Coast,On Point winery,On Point winery North Coast,On Point winery North Coast,41.982637,-82.9170256
963,Sonoma Coast,Sonoma,Acacia winery,Acacia winery Sonoma Coast,Acacia winery Sonoma,38.32503210000001,-123.0394037
964,Napa Valley,Napa,Sean Minor winery,Sean Minor winery Napa Valley,Sean Minor winery Napa,38.4626697,-122.3711506
965,Wahluke Slope,Columbia Valley,Vino La Monarcha winery,Vino La Monarcha winery Wahluke Slope,Vino La Monarcha winery Columbia Valley,46.2124239,-119.1102545
966,Ancient Lakes,Columbia Valley,Vino La Monarcha winery,Vino La Monarcha winery Ancient Lakes,Vino La Monarcha winery Columbia Valley,46.2124239,-119.1102545
967,California,California Other,Whiplash winery,Whiplash winery California,Whiplash winery California Other,35.5783043,-120.7390667
968,Russian River Valley,Sonoma,Gibbs winery,Gibbs winery Russian River Valley,Gibbs winery Sonoma,38.5431357,-122.4773995
969,Sonoma County,Sonoma,Gloria Ferrer winery,Gloria Ferrer winery Sonoma County,Gloria Ferrer winery Sonoma,38.2238192,-122.4722745
970,Walla Walla Valley (WA),Columbia Valley,Bunchgrass winery,Bunchgrass winery Walla Walla Valley (WA),Bunchgrass winery Columbia Valley,46.0631639,-118.4169883
971,Cucamonga Valley,South Coast,Carol Shelton winery,Carol Shelton winery Cucamonga Valley,Carol Shelton winery South Coast,38.4715899,-122.7424107
972,Dry Creek Valley,Sonoma,Chelsea Goldschmidt winery,Chelsea Goldschmidt winery Dry Creek Valley,Chelsea Goldschmidt winery Sonoma,42.4453922,-82.9071374
973,Napa Valley,Napa,Pope Valley Winery winery,Pope Valley Winery winery Napa Valley,Pope Valley Winery winery Napa,38.6340091,-122.4515774
974,Alexander Valley,Sonoma,Stryker Sonoma winery,Stryker Sonoma winery Alexander Valley,Stryker Sonoma winery Sonoma,38.6821455,-122.8352816
975,Dundee Hills,Willamette Valley,The Eyrie Vineyards winery,The Eyrie Vineyards winery Dundee Hills,The Eyrie Vineyards winery Willamette Valley,45.2140423,-123.1879182
976,Paso Robles,Central Coast,The Farm Winery winery,The Farm Winery winery Paso Robles,The Farm Winery winery Central Coast,35.65508,-120.8901597
977,Sonoma Valley,Sonoma,Trueheart winery,Trueheart winery Sonoma Valley,Trueheart winery Sonoma,38.2916114,-122.4569357
978,Chehalem Mountains,Willamette Valley,J. Christopher winery,J. Christopher winery Chehalem Mountains,J. Christopher winery Willamette Valley,45.340652,-123.014379
979,Russian River Valley,Sonoma,Lynmar winery,Lynmar winery Russian River Valley,Lynmar winery Sonoma,38.4421608,-122.8445426
980,Napa Valley,Napa,Parcel 41 winery,Parcel 41 winery Napa Valley,Parcel 41 winery Napa,38.2991979,-122.2995446
981,California,California Other,401K winery,401K winery California,401K winery California Other,33.9910273,-118.4485419
982,Columbia Valley (WA),Columbia Valley,Cana's Feast winery,Cana's Feast winery Columbia Valley (WA),Cana's Feast winery Columbia Valley,45.3001941,-123.1800937
983,Napa Valley,Napa,Hill Family Estate winery,Hill Family Estate winery Napa Valley,Hill Family Estate winery Napa,38.4011304,-122.3600363
984,Yakima Valley,Columbia Valley,James Wyatt winery,James Wyatt winery Yakima Valley,James Wyatt winery Columbia Valley,46.5578827,-120.6608625
985,California,California Other,Vinum winery,Vinum winery California,Vinum winery California Other,38.2230816,-122.2631007
986,Placer County,Sierra Foothills,Wise Villa winery,Wise Villa winery Placer County,Wise Villa winery Sierra Foothills,38.9250464,-121.224158
987,Sonoma County,Sonoma,Rosenblum winery,Rosenblum winery Sonoma County,Rosenblum winery Sonoma,38.29310450000001,-122.4592436
988,Napa Valley,Napa,Hanaiali'i winery,Hanaiali'i winery Napa Valley,Hanaiali'i winery Napa,38.2982263,-122.2870766
989,Walla Walla Valley (WA),Columbia Valley,Lagana winery,Lagana winery Walla Walla Valley (WA),Lagana winery Columbia Valley,46.0673257,-118.3396849
990,Red Mountain,Columbia Valley,:Nota Bene winery,:Nota Bene winery Red Mountain,:Nota Bene winery Columbia Valley,47.51949219999999,-122.3126666
991,Napa Valley,Napa,St. Supéry winery,St. Supéry winery Napa Valley,St. Supéry winery Napa,38.4553008,-122.4143505
992,Santa Barbara County,Central Coast,J. Wilkes winery,J. Wilkes winery Santa Barbara County,J. Wilkes winery Central Coast,34.4128077,-119.690298
993,Walla Walla Valley (WA),Columbia Valley,Morrison Lane winery,Morrison Lane winery Walla Walla Valley (WA),Morrison Lane winery Columbia Valley,46.0654416,-118.3419489
994,Walla Walla Valley (WA),Columbia Valley,Adamant Cellars winery,Adamant Cellars winery Walla Walla Valley (WA),Adamant Cellars winery Columbia Valley,46.0871414,-118.2713719
995,Russian River Valley,Sonoma,Godwin winery,Godwin winery Russian River Valley,Godwin winery Sonoma,38.4836416,-122.8175328
996,Lodi,Central Valley,Hagafen winery,Hagafen winery Lodi,Hagafen winery Central Valley,38.3646396,-122.289258
997,Sonoma Valley,Sonoma,Bucklin winery,Bucklin winery Sonoma Valley,Bucklin winery Sonoma,38.3485455,-122.508061
998,Oak Knoll District,Napa,Corley winery,Corley winery Oak Knoll District,Corley winery Napa,38.3589809,-122.3104149
999,California,California Other,Bonny Doon winery,Bonny Doon winery California,Bonny Doon winery California Other,36.9589339,-122.0470947
1000,Sonoma Coast,Sonoma,Schug winery,Schug winery Sonoma Coast,Schug winery Sonoma,38.2306966,-122.4767339
1001,Rutherford,Napa,St. Clement winery,St. Clement winery Rutherford,St. Clement winery Napa,42.3302934,-83.23077649999999
1002,Alexander Valley,Sonoma,Arbios winery,Arbios winery Alexander Valley,Arbios winery Sonoma,38.65647209999999,-122.7869114
1003,Carneros,Napa-Sonoma,Castle winery,Castle winery Carneros,Castle winery Napa-Sonoma,40.5339411,-80.05190429999999
1004,Sta. Rita Hills,Central Coast,Ortman Family winery,Ortman Family winery Sta. Rita Hills,Ortman Family winery Central Coast,34.6659474,-120.1151818
1005,Columbia Valley (WA),Columbia Valley,Two Vintners winery,Two Vintners winery Columbia Valley (WA),Two Vintners winery Columbia Valley,47.762217,-122.149703
1006,Carneros,Napa-Sonoma,X winery,X winery Carneros,X winery Napa-Sonoma,38.2229255,-122.2643718
1007,Dry Creek Valley,Sonoma,Greater Purpose winery,Greater Purpose winery Dry Creek Valley,Greater Purpose winery Sonoma,42.4401941,-83.4373425
1008,Central Coast,Central Coast,Vino Vargas winery,Vino Vargas winery Central Coast,Vino Vargas winery Central Coast,35.75896609999999,-120.7126039
1009,Seneca Lake,Finger Lakes,Four Degrees of Riesling winery,Four Degrees of Riesling winery Seneca Lake,Four Degrees of Riesling winery Finger Lakes,42.5720217,-76.92809849999999
1010,Seneca Lake,Finger Lakes,Fulkerson winery,Fulkerson winery Seneca Lake,Fulkerson winery Finger Lakes,42.4926549,-76.92432579999999
1011,Finger Lakes,Finger Lakes,Swedish Hill winery,Swedish Hill winery Finger Lakes,Swedish Hill winery Finger Lakes,42.8032283,-76.8104089
1012,Temecula Valley,South Coast,Fazeli Cellars winery,Fazeli Cellars winery Temecula Valley,Fazeli Cellars winery South Coast,33.5109023,-117.0201254
1013,Finger Lakes,Finger Lakes,Four Degrees of Riesling winery,Four Degrees of Riesling winery Finger Lakes,Four Degrees of Riesling winery Finger Lakes,42.5720217,-76.92809849999999
1014,Finger Lakes,Finger Lakes,King's Garden Vineyards winery,King's Garden Vineyards winery Finger Lakes,King's Garden Vineyards winery Finger Lakes,42.5840791,-76.8529219
1015,Napa Valley,Napa,Laird winery,Laird winery Napa Valley,Laird winery Napa,38.3538486,-122.3348848
1016,Oakville,Napa,Sojourn winery,Sojourn winery Oakville,Sojourn winery Napa,38.2915432,-122.4557222
1017,Napa Valley,Napa,Stag's Leap Wine Cellars winery,Stag's Leap Wine Cellars winery Napa Valley,Stag's Leap Wine Cellars winery Napa,38.3992276,-122.3235399
1018,Amador County,Sierra Foothills,Aratás winery,Aratás winery Amador County,Aratás winery Sierra Foothills,38.509501,-120.801595
1019,Sonoma Coast,Sonoma,Tongue Dancer winery,Tongue Dancer winery Sonoma Coast,Tongue Dancer winery Sonoma,38.5922781,-122.8618457
1020,Lodi,Central Valley,Uvaggio winery,Uvaggio winery Lodi,Uvaggio winery Central Valley,38.2971909,-122.286406
1021,Carneros,Napa-Sonoma,William Harrison winery,William Harrison winery Carneros,William Harrison winery Napa-Sonoma,38.4947142,-122.4224996
1022,Yakima Valley,Columbia Valley,Avennia winery,Avennia winery Yakima Valley,Avennia winery Columbia Valley,47.76778849999999,-122.154811
1023,Columbia Valley (WA),Columbia Valley,Brian Carter Cellars winery,Brian Carter Cellars winery Columbia Valley (WA),Brian Carter Cellars winery Columbia Valley,47.7513624,-122.158421
1024,Columbia Valley (WA),Columbia Valley,Cadaretta winery,Cadaretta winery Columbia Valley (WA),Cadaretta winery Columbia Valley,46.0701445,-118.3352286
1025,Willamette Valley,Willamette Valley,Raptor Ridge winery,Raptor Ridge winery Willamette Valley,Raptor Ridge winery Willamette Valley,45.3852286,-122.9492007
1026,Yorkville Highlands,North Coast,Meyer Family Cellars winery,Meyer Family Cellars winery Yorkville Highlands,Meyer Family Cellars winery North Coast,38.9444018,-123.322087
1027,Eola-Amity Hills,Willamette Valley,Ovum winery,Ovum winery Eola-Amity Hills,Ovum winery Willamette Valley,45.3174741,-122.9112549
1028,Walla Walla Valley (WA),Columbia Valley,Proper winery,Proper winery Walla Walla Valley (WA),Proper winery Columbia Valley,46.0674545,-118.3384818
1029,Dry Creek Valley,Sonoma,Gustafson Family winery,Gustafson Family winery Dry Creek Valley,Gustafson Family winery Sonoma,38.6116939,-122.8713007
1030,Sonoma Coast,Sonoma,JAQK Cellars winery,JAQK Cellars winery Sonoma Coast,JAQK Cellars winery Sonoma,38.2495493,-122.2718197
1031,Russian River Valley,Sonoma,Gracianna winery,Gracianna winery Russian River Valley,Gracianna winery Sonoma,38.5251895,-122.8658955
1032,Lodi,Central Valley,Cable Car winery,Cable Car winery Lodi,Cable Car winery Central Valley,33.5185494,-117.1696067
1033,Napa County-Sonoma County,Napa-Sonoma,Michael-Scott winery,Michael-Scott winery Napa County-Sonoma County,Michael-Scott winery Napa-Sonoma,38.6338777,-122.6746294
1034,Napa Valley,Napa,Armanino Family Cellars winery,Armanino Family Cellars winery Napa Valley,Armanino Family Cellars winery Napa,38.3344227,-122.2930106
1035,California,California Other,Coast winery,Coast winery California,Coast winery California Other,33.6322028,-117.9342137
1036,Solano County,North Coast,Pat Paulsen Vineyards winery,Pat Paulsen Vineyards winery Solano County,Pat Paulsen Vineyards winery North Coast,37.6646371,-121.7310154
1037,Russian River Valley,Sonoma,Mossback winery,Mossback winery Russian River Valley,Mossback winery Sonoma,38.4836416,-122.8175328
1038,Paso Robles,Central Coast,Peachy Canyon winery,Peachy Canyon winery Paso Robles,Peachy Canyon winery Central Coast,35.5798041,-120.7189506
1039,Dry Creek Valley,Sonoma,Bradford Mountain winery,Bradford Mountain winery Dry Creek Valley,Bradford Mountain winery Sonoma,38.49409199999999,-122.858225
1040,Umpqua Valley,Southern Oregon,Reustle winery,Reustle winery Umpqua Valley,Reustle winery Southern Oregon,43.3499632,-123.4364523
1041,Central Coast,Central Coast,MooBuzz winery,MooBuzz winery Central Coast,MooBuzz winery Central Coast,35.27905920000001,-120.6644554
1042,Paso Robles,Central Coast,Proulx winery,Proulx winery Paso Robles,Proulx winery Central Coast,35.5770979,-120.7960261
1043,Willamette Valley,Willamette Valley,Roco winery,Roco winery Willamette Valley,Roco winery Willamette Valley,45.3127599,-123.0163313
1044,California,California Other,Greystone Cellars winery,Greystone Cellars winery California,Greystone Cellars winery California Other,39.9507258,-82.9998961
1045,Sierra Foothills,Sierra Foothills,Casto Oaks winery,Casto Oaks winery Sierra Foothills,Casto Oaks winery Sierra Foothills,37.4843878,-119.9647363
1046,California,California Other,Spann Vineyards winery,Spann Vineyards winery California,Spann Vineyards winery California Other,38.4195167,-122.5517997
1047,Chehalem Mountains,Willamette Valley,Siduri winery,Siduri winery Chehalem Mountains,Siduri winery Willamette Valley,38.6097146,-122.8705186
1048,Central Coast,Central Coast,Hahn Estates winery,Hahn Estates winery Central Coast,Hahn Estates winery Central Coast,36.3899382,-121.3655168
1049,Paso Robles,Central Coast,Hunt Cellars winery,Hunt Cellars winery Paso Robles,Hunt Cellars winery Central Coast,35.5665855,-120.74582
