,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery_name,Latitude,Longitude,Min_temp,Max_temp,Precip,Humidity,Heat_Index,review_neg,review_neu,review_pos
3837,US,"The distinctive varietal character of Petit Verdot, a grape that is most often used in very small amounts for blending, is nicely displayed here. Whiffs of violets and tanned leather are followed with a quite dry, astringent wine, anchored in blueberry fruit and flavors of espresso grounds, clove and dried herbs.",,91,35,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2011 Petit Verdot (Walla Walla Valley (WA)),Petit Verdot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.943,0.057
3838,US,"This wine comes from this vineyard's original Cabernet blocks planted in 1980. Wound-up aromas of woodspice, herb, pencil lead and dark fruit are followed by concentrated but still supple black-fruit flavors. It's high up on the hedonistic scale, accentuated by a lengthy finish. Decant to let it open up.",Seven Hills Vineyard,92,50,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2014 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0.03,0.937,0.034
3839,US,"This blend of Cabernet Sauvignon, Petit Verdot, Carménère, Malbec and Cabernet Franc offers aromas of purple fruit, green herb, clove, barrel spice and spice box. It's light and supple, filling out with palate-coating fruit flavors. The tannins bring a bit of grip that softens with additional time open. Put it on the dinner table to see it at its best.",Pentad,92,75,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2014 Pentad Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.932,0.068
3840,US,"This 100% varietal wine is blend of Minnick Hills (66%) and Morrison vineyards. An intriguing mix of dried herbs, poblano pepper, pink peppercorn and red fruit is kissed by barrel accents and meaty notes. The acid is bright, the feel supple and the finish extended. Drink now.",,90,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2012 Carmenère (Walla Walla Valley (WA)),Carmenère,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.891,0.109
3841,US,"Just the ninth reserve made in the winery's 23 vintages, this is densely aromatic, powerful Cabernet, just at the beginning of what should be a long life. It's tight and astringent, textural and balanced, with a cassis core, and a gravelly, grainy, espresso-flavored finish, still quite tannic.",Reserve,92,75,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2010 Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0.041,0.899,0.06
3842,US,"Right out of the chute this has sappy, delicious black cherry fruit, accented with scents of tobacco and graphite. Streaks of ash and more juicy berries fill the middle, as it unfolds into a taut, sculpted finish. A classical style from a vintage that favors it; accessible, yet built for cellaring.",Seven Hills Vineyard,93,28,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2008 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Merlot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0.038,0.854,0.108
3843,US,"Entirely estate-grown, 100% Merlot from old vines, this unfined wine is labeled vegan. Plush, briary, brambly fruit from the 30 year old vineyard brings an extra dimension to the wine, which shows a lovely balance of cranberry, raspberry, pie cherry and baking spice flavors. There's a hint of pastry crust in the finish, which is seamless and long. An absolute delight.",Seven Hills Vineyard,93,35,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2011 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Merlot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.881,0.119
3844,US,"All varietal, this wine brings aromas of fresh and dried herbs, flowers, tobacco, cocoa and pencil shavings. Ample red fruit flavors are backed by velvety tannins that lead to a spice filled finish.",McClellan Estate Vineyard,90,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2013 McClellan Estate Vineyard Cabernet Franc (Walla Walla Valley (WA)),Cabernet Franc,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.898,0.102
3845,US,"Subtle and soft, this aromatic Bordeaux blend (54% Cab Sauvignon, 9% Carmenère, 9% Merlot, 10% Malbec, 18% Petit Verdot) is laced with herb and exotic and savory spices, woven through tight fruit flavors of blueberry and musky grape. This is a delicate, evocative and challenging wine that rewards your attention. Fascinating and complex, it needs time to breathe and good glassware to really open up.",Pentad Red Wine,91,50,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2005 Pentad Red Wine Red (Walla Walla Valley (WA)),Red Blend,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.827,0.173
3846,US,"The inaugural release of this wine is 85% Cabernet Sauvignon, 10% Malbec and 5% Petit Verdot, coming from Summit View, Pepper Bridge, Cockburn, McClellan Estate, Stone Valley, Seven Hills, Waliser Rocks and Fire Ridge vineyards. Green herb, black fruit, coffee and anise aromas give way to beautifully balanced red- and black-fruit flavors. The acidity brings a sense of vibrancy, while the tannins provide plenty of structure.",,91,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2014 Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0.035,0.912,0.054
3847,US,"This is an aromatic wine, with generous notes of potpourri, clove, dried herb and purple fruit. The palate is lush and fruit forward, supported by tart, vibrant acidity. It's lovely on its own but should really sing at the dinner table.",McClellan Estate,91,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2014 McClellan Estate Malbec (Walla Walla Valley (WA)),Malbec,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.815,0.185
3848,US,"Again in 2009, winemaker Casey McClellan has crafted a beautifully pure Cabernet Sauvignon from this vineyard. Soft and supple, focused and detailed, it's a riot of pastry-like berries and cherries, with a concentrated midpalate bursting with full-bodied flavor. It moves into a lengthy finish, with toast, tobacco, coconut and caramel highlights.",Seven Hills Vineyard,94,38,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2009 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0.067,0.816,0.117
3849,US,"Once again, here is a Seven Hills wine that opens with truly lovely aromatics. It's a clean varietal expression of Syrah, with medium weight, wild berries and finishing highlights of pepper, earth, sea salt, baking spices and cassis.",,92,22,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2007 Syrah (Walla Walla Valley (WA)),Syrah,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.778,0.222
3850,US,"Entirely estate-grown, 100% Merlot from old vines, this unfined wine is labeled vegan. Plush, briary, brambly fruit from the 30 year old vineyard brings an extra dimension to the wine, which shows a lovely balance of cranberry, raspberry, pie cherry and baking spice flavors. There's a hint of pastry crust in the finish, which is seamless and long. An absolute delight.",Seven Hills Vineyard,93,35,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2011 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Merlot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.881,0.119
3851,US,"This blend of Cabernet Sauvignon, Petit Verdot, Carménère, Malbec and Cabernet Franc offers aromas of purple fruit, green herb, clove, barrel spice and spice box. It's light and supple, filling out with palate-coating fruit flavors. The tannins bring a bit of grip that softens with additional time open. Put it on the dinner table to see it at its best.",Pentad,92,75,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2014 Pentad Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.932,0.068
3852,US,"Coming from 2003 plantings that are truly just stretching their legs, this 100% varietal wine offers brooding notes of coffee, fig and barrel spices (40% new French). It's dense in texture with mouthwatering acids and expertly managed tannins, revealing espresso flavors on the finish.",McClellan Estate Vineyard,91,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2012 McClellan Estate Vineyard Petit Verdot (Walla Walla Valley (WA)),Petit Verdot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.913,0.087
3853,US,"This wine comes from the original Merlot blocks at this vineyard, planted in 1982. It's aromatic, with notes of plum, raspberry, clove and generous spices. The flavors coat the palate from end to end, backed by firm tannins that need time to soften out but have the strength to go the distance. It will be best after 2022.",Seven Hills Vineyard,92,45,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2014 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Merlot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0.021,0.76,0.219
3854,US,"This is all Cabernet coming from one of the state's top vineyards. The aromas offer notes of fresh tobacco, red fruit, dried herbs and an assortment of barrel spices. It's packed with plentiful dark cherry and cranberry flavors that show intensity, finesse and impressive length.",Seven Hills Vineyard,91,45,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2012 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.85,0.15
3855,US,"This 100% varietal wine is appealing with aromas of coffee, toasty barrel spices, berry and red fruit. It displays good richness and depth, offering plenty of pleasure now but clearly keeping an eye on the future. Best after 2018.",Seven Hills Vineyard,91,38,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2012 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Merlot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.683,0.317
3856,US,"The grape's floral component plays against its dense and inky tannins, making this a complete and relatively soft version of pure Petit Verdot. It fills in the usual midpalate hole with juicy fruit and softened tannins. It glides—not a word usually found with this as a varietal—into a silky, fruity, sweetly floral finish.",McClellan Estate Vineyard,91,30,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2007 McClellan Estate Vineyard Petit Verdot (Walla Walla Valley (WA)),Petit Verdot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.902,0.098
3857,US,"A seductive nose, densely loaded with black currants and smoke, leads into a textural, single-vineyard, 100% Cabernet with great varietal presence and definition. It needs to breathe open, which puts on more flesh, and starts to unpack the layers. Streaks of mineral, iron, graphite and more cassis roll into the finish.",Seven Hills Vineyard,91,32,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2007 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.921,0.079
3858,US,"Aromas of moist earth, black fruit, pencil lead and slightly overripe red apple are followed by a firm palate backed by lightly grippy tannins. This wine needs some food to keep them in check.",Pepper Bridge Vineyard,88,50,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2014 Pepper Bridge Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.967,0.033
3859,US,"This is a blend of 57% Cabernet Sauvignon, 21% Petit Verdot, 8% Cabernet Franc, 7% Malbec and 7% Merlot. A masterpiece of blending, it has myriad pinpoint details, from the nose of flowers and berries, to the mouthfilling mélange of red and black fruits and finishing highlights of pepper and Asian spice. A precise, complex, elegant and powerful   Pentad with tremendous length, it represents the pinnacle of vintner Casey McClellan's 25 years of winemaking.",Pentad Red Wine,96,75,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2009 Pentad Red Wine Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.872,0.128
3860,US,"Estate grown and skillfully made, blended with 9% Cabernet Franc, this captivates with its sophistication and elegance. The Cabernet Franc brings some floral highlights to the nose, while the sturdy Merlot—dressed in accents of incense and sandalwood, cocoa and cinnamon—powers its way through a marvelously long finish.",Seven Hills Vineyard,93,30,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2009 Seven Hills Vineyard Merlot (Walla Walla Valley (WA)),Merlot,Seven Hills winery,46.0685612,-118.3423658,-0.9,115,16.61,57.52,106.4,0,0.936,0.064
3861,US,"Dark berry, herb and fig aromas lead to dense, full and palate-coating dark fruit flavors. It checks all the boxes for varietal correctness, concentration and value.",Eco Made with Organic Grapes,90,13,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Snoqualmie winery,47.5246964,-121.8239065,18.2,105.9,27.4,72.21,109.2,0,0.912,0.088
3862,US,The aromas of herbs and jammy fruit are light while the palate offers plush-feeling cocoa and berry flavors. This offers a lot of enjoyment for the price.,,87,10,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Snoqualmie 2013 Merlot (Columbia Valley (WA)),Merlot,Snoqualmie winery,47.5246964,-121.8239065,18.2,105.9,27.4,72.21,109.2,0,0.874,0.126
3863,US,"A blend of Cabernet (70%) and Merlot, it offers aromas of dried herbs and rasinated dark fruit along with a kiss of vanilla. The fruit flavors are plump in feel with a sweet finish.",Whistle Stop,87,10,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Snoqualmie 2013 Whistle Stop Red (Columbia Valley (WA)),Red Blend,Snoqualmie winery,47.5246964,-121.8239065,18.2,105.9,27.4,72.21,109.2,0,0.833,0.167
3864,US,"Juicy cranberry and pie cherry fruit brings this wine into clear focus. There is an underpinning of wet cement that comes across in the mid-palate, a sort of a stone wall that the fruit can't quite overcome. It fades into an astringent, tannic finish, still buoyed by those juicy acids.",Reserve,87,20,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Snoqualmie 2007 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Snoqualmie winery,47.5246964,-121.8239065,18.2,105.9,27.4,72.21,109.2,0,0.948,0.052
